atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX02,valsartan and aliskiren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX04,valsartan and sacubitril,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX05,valsartan and nebivolol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX06,"candesartan, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09XA01,remikiren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09XA02,aliskiren,NA,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09XA52,aliskiren and hydrochlorothiazide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09XA53,aliskiren and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09XA54,"aliskiren, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA01,simvastatin,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA02,lovastatin,NA,45,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA03,pravastatin,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA04,fluvastatin,NA,60,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA05,atorvastatin,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA06,cerivastatin,NA,0.2,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA07,rosuvastatin,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,The DDDs are based on the treatment of hypercholesterolemia.,C10AA08,pitavastatin,NA,2,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB01,clofibrate,NA,2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB02,bezafibrate,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB03,aluminium clofibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB04,gemfibrozil,NA,1.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB05,fenofibrate,micronised,0.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB06,simfibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB07,ronifibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB08,ciprofibrate,NA,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB09,etofibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB10,clofibride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB11,choline fenofibrate,Refers to fenofibric acid,0.135,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,The DDDs are based on the treatment of hypercholesterolemia. The DDD for fenofibrate is based on the micronised formulation.,C10AB12,pemafibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,The DDDs are based on the treatment of hypercholesterolemia.,C10AC01,colestyramine,NA,14,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,The DDDs are based on the treatment of hypercholesterolemia.,C10AC02,colestipol,NA,20,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,The DDDs are based on the treatment of hypercholesterolemia.,C10AC03,colextran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,The DDDs are based on the treatment of hypercholesterolemia.,C10AC04,colesevelam,NA,3.75,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD01,niceritrol,NA,1.5,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD02,nicotinic acid,NA,2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD03,nicofuranose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD04,aluminium nicotinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD05,nicotinyl alcohol (pyridylcarbinol),NA,0.9,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD06,acipimox,NA,0.5,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,The DDDs are based on the treatment of hypercholesterolemia.,C10AD52,"nicotinic acid, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX01,dextrothyroxine,NA,4,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX02,probucol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX03,tiadenol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX05,meglutol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX06,omega-3-triglycerides incl. other esters and acids,NA,4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX07,magnesium pyridoxal 5-phosphate glutamate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX08,policosanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX09,ezetimibe,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX10,alipogene tiparvovec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX11,mipomersen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX12,lomitapide,NA,40,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX13,evolocumab,NA,NA,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX14,alirocumab,NA,NA,NA,5.4,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX15,bempedoic acid,NA,0.18,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX16,inclisiran,NA,NA,NA,1.6,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX17,evinacumab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. The DDD for evolocumab is based on dosing every second week.The DDD for volanesorsen is based on the treatment of familial chylomicronemia syndrome.,C10AX18,volanesorsen,NA,NA,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. For fixed combinations in C10B the DDD is based on dosing frequency only. This implies that 1 UD (1 tablet) is the DDD for all products given once daily and the DDD for products given twice daily and three times daily is 2 UD (2 tablets) and 3 UD (3 tablets) respectively.,C10BA01,lovastatin and nicotinic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,The DDDs are based on the treatment of hypercholesterolemia. For fixed combinations in C10B the DDD is based on dosing frequency only. This implies that 1 UD (1 tablet) is the DDD for all products given once daily and the DDD for products given twice daily and three times daily is 2 UD (2 tablets) and 3 UD (3 tablets) respectively.,C10BA02,simvastatin and ezetimibe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
